Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;5;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;119
;6;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601926020-Baustatik II;07 9:00-12:00;1;306
;7;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601926020-Planung und Konstruktion I;30 11:00-13:00;1;116
;8;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601926030-Projektbasierte Produktion;04 11:00-13:00;1;236
;9;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;3;044
;10;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601926050-Baubetriebsführung;07 11:30-12:30;1;308
;11;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927010-Geotechnik IV;06 11:30-13:00;1;284
;12;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927020-Baubetriebswirtschaft;05 8:30-10:30;2;257
;13;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927020-Ingenieurholzbau II;31 14:00-16:00;1;143
;14;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927020-Verkehrswesen IV;04 11:00-13:00;1;236
;15;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927030-Kalkulation;27 11:30-12:30;1;044
;16;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927030-Lean Construction;28 17:30-18:30;2;074
;17;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927030-Spannbetonbau;04 11:30-12:30;1;236
;18;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927050-Wahlpflichtfach Baumanagement;Kein Datum gef;3;
;19;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927050-Wahlpflichtfach Konstruktiver Ingenieurbau;Kein Datum gef;1;
;20;BB-192-17210-Innovative Bauverfahren im Straßenbau;BB-192-601927050-Wahlpflichtfach Wasser- und Verkehrswesen;Kein Datum gef;1;
BB-192-17240-Schalung und Rüstung;;;;01 9:00-10:00;;;
;1;BB-192-17240-Schalung und Rüstung;BB-192-17130-Detailbereiche im Stahlbetonbau;04 14:00-15:00;2;076
;2;BB-192-17240-Schalung und Rüstung;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;12;066
;3;BB-192-17240-Schalung und Rüstung;BB-192-17270-Nachhaltigkeitsmanagement;29 11:00-12:00;9;069
;4;BB-192-17240-Schalung und Rüstung;BB-192-17280-Betontechnologie;05 14:00-15:00;4;100
;5;BB-192-17240-Schalung und Rüstung;BB-192-601923010-Baustatik I;25 11:00-13:00;2;164
;6;BB-192-17240-Schalung und Rüstung;BB-192-601924010-Geotechnik III;31 8:30-10:30;4;022
;7;BB-192-17240-Schalung und Rüstung;BB-192-601924020-Stahlbetonbau I;28 11:00-13:00;2;092
;8;BB-192-17240-Schalung und Rüstung;BB-192-601924030-Ingenieurholzbau I;01 14:00-16:00;2;004
;9;BB-192-17240-Schalung und Rüstung;BB-192-601924040-Verkehrswesen II;04 8:30-9:30;1;070
;10;BB-192-17240-Schalung und Rüstung;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;071
;11;BB-192-17240-Schalung und Rüstung;BB-192-601926020-Baustatik II;07 9:00-12:00;7;143
;12;BB-192-17240-Schalung und Rüstung;BB-192-601926020-Planung und Konstruktion I;30 11:00-13:00;18;044
;13;BB-192-17240-Schalung und Rüstung;BB-192-601926030-Projektbasierte Produktion;04 11:00-13:00;17;073
;14;BB-192-17240-Schalung und Rüstung;BB-192-601926030-Stahlbetonbau II;27 14:00-16:00;9;113
;15;BB-192-17240-Schalung und Rüstung;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;16;116
;16;BB-192-17240-Schalung und Rüstung;BB-192-601926040-Stahlbau II;28 14:00-16:30;8;088
;17;BB-192-17240-Schalung und Rüstung;BB-192-601926050-Baubetriebsführung;07 11:30-12:30;17;145
;18;BB-192-17240-Schalung und Rüstung;BB-192-601927010-Geotechnik IV;06 11:30-13:00;1;121
;19;BB-192-17240-Schalung und Rüstung;BB-192-601927020-Ingenieurholzbau II;31 14:00-16:00;1;017
;20;BB-192-17240-Schalung und Rüstung;BB-192-601927030-Spannbetonbau;04 11:30-12:30;1;073
;21;BB-192-17240-Schalung und Rüstung;BB-192-601927050-Wahlpflichtfach Baumanagement;Kein Datum gef;4;
;22;BB-192-17240-Schalung und Rüstung;BB-192-601927050-Wahlpflichtfach Konstruktiver Ingenieurbau;Kein Datum gef;4;
BB-192-17260-Betoninstandsetzung;;;;29 14:00-15:00;;;
;1;BB-192-17260-Betoninstandsetzung;BB-192-17130-Detailbereiche im Stahlbetonbau;04 14:00-15:00;5;143
;2;BB-192-17260-Betoninstandsetzung;BB-192-17240-Schalung und Rüstung;01 9:00-10:00;12;066
;3;BB-192-17260-Betoninstandsetzung;BB-192-17270-Nachhaltigkeitsmanagement;29 11:00-12:00;4;002
;4;BB-192-17260-Betoninstandsetzung;BB-192-17280-Betontechnologie;05 14:00-15:00;13;167
;5;BB-192-17260-Betoninstandsetzung;BB-192-601921010-Mathematik I;Kein Datum gef;1;
;6;BB-192-17260-Betoninstandsetzung;BB-192-601921020-Mechanik I;Kein Datum gef;1;
;7;BB-192-17260-Betoninstandsetzung;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;020
;8;BB-192-17260-Betoninstandsetzung;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;146
;9;BB-192-17260-Betoninstandsetzung;BB-192-601921060-Bauphysik;06 14:00-15:30;1;191
;10;BB-192-17260-Betoninstandsetzung;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;1;068
;11;BB-192-17260-Betoninstandsetzung;BB-192-601922010-Mathematik II;27 8:30-10:30;1;051
;12;BB-192-17260-Betoninstandsetzung;BB-192-601922020-Mechanik II;03 14:00-17:15;1;119
;13;BB-192-17260-Betoninstandsetzung;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;1;047
;14;BB-192-17260-Betoninstandsetzung;BB-192-601922040-Geotechnik I;05 11:00-12:30;1;164
;15;BB-192-17260-Betoninstandsetzung;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;1;001
;16;BB-192-17260-Betoninstandsetzung;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;215
;17;BB-192-17260-Betoninstandsetzung;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;2;023
;18;BB-192-17260-Betoninstandsetzung;BB-192-601924010-Geotechnik III;31 8:30-10:30;3;041
;19;BB-192-17260-Betoninstandsetzung;BB-192-601924020-Stahlbetonbau I;28 11:00-13:00;2;025
;20;BB-192-17260-Betoninstandsetzung;BB-192-601924030-Ingenieurholzbau I;01 14:00-16:00;3;071
;21;BB-192-17260-Betoninstandsetzung;BB-192-601924040-Verkehrswesen II;04 8:30-9:30;1;137
;22;BB-192-17260-Betoninstandsetzung;BB-192-601924060-Wasserwirtschaft und Wasserbau I;03 11:30-13:00;1;116
;23;BB-192-17260-Betoninstandsetzung;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;4;004
;24;BB-192-17260-Betoninstandsetzung;BB-192-601926020-Baustatik II;07 9:00-12:00;17;210
;25;BB-192-17260-Betoninstandsetzung;BB-192-601926020-Planung und Konstruktion I;30 11:00-13:00;4;020
;26;BB-192-17260-Betoninstandsetzung;BB-192-601926020-Verkehrswesen III;31 14:00-17:00;1;047
;27;BB-192-17260-Betoninstandsetzung;BB-192-601926030-Projektbasierte Produktion;04 11:00-13:00;4;140
;28;BB-192-17260-Betoninstandsetzung;BB-192-601926030-Stahlbetonbau II;27 14:00-16:00;17;046
;29;BB-192-17260-Betoninstandsetzung;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;5;049
;30;BB-192-17260-Betoninstandsetzung;BB-192-601926040-Stahlbau II;28 14:00-16:30;16;021
;31;BB-192-17260-Betoninstandsetzung;BB-192-601926050-Baubetriebsführung;07 11:30-12:30;4;212
;32;BB-192-17260-Betoninstandsetzung;BB-192-601927010-Geotechnik IV;06 11:30-13:00;10;188
;33;BB-192-17260-Betoninstandsetzung;BB-192-601927020-Ingenieurholzbau II;31 14:00-16:00;13;047
;34;BB-192-17260-Betoninstandsetzung;BB-192-601927020-Verkehrswesen IV;04 11:00-13:00;2;140
;35;BB-192-17260-Betoninstandsetzung;BB-192-601927030-Kalkulation;27 11:30-12:30;1;049
;36;BB-192-17260-Betoninstandsetzung;BB-192-601927030-Spannbetonbau;04 11:30-12:30;12;140
;37;BB-192-17260-Betoninstandsetzung;BB-192-601927050-Wahlpflichtfach Baumanagement;Kein Datum gef;3;
;38;BB-192-17260-Betoninstandsetzung;BB-192-601927050-Wahlpflichtfach Konstruktiver Ingenieurbau;Kein Datum gef;13;
;39;BB-192-17260-Betoninstandsetzung;BB-192-601927050-Wahlpflichtfach Wasser- und Verkehrswesen;Kein Datum gef;1;
BB-192-17270-Nachhaltigkeitsmanagement;;;;29 11:00-12:00;;;
;1;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17130-Detailbereiche im Stahlbetonbau;04 14:00-15:00;2;146
;2;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17170-Abfallwirtschaft/-technik;29 17:00-17:45;4;005
;3;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17210-Innovative Bauverfahren im Straßenbau;25 14:00-15:00;2;092
;4;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17240-Schalung und Rüstung;01 9:00-10:00;9;069
;5;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;4;002
;6;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-17280-Betontechnologie;05 14:00-15:00;1;170
;7;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601923010-Baustatik I;25 11:00-13:00;2;094
;8;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601923030-Stahlbau I;05 14:00-16:00;1;170
;9;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601923050-Wasserwesen;27 14:00-16:30;1;042
;10;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;026
;11;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601924010-Geotechnik III;31 8:30-10:30;4;044
;12;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601924020-Stahlbetonbau I;28 11:00-13:00;2;022
;13;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601924040-Verkehrswesen II;04 8:30-9:30;1;140
;14;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601924060-Wasserwirtschaft und Wasserbau I;03 11:30-13:00;1;119
;15;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926020-Baustatik II;07 9:00-12:00;1;213
;16;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926020-Planung und Konstruktion I;30 11:00-13:00;12;023
;17;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926020-Verkehrswesen III;31 14:00-17:00;1;050
;18;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926030-Projektbasierte Produktion;04 11:00-13:00;11;143
;19;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926030-Stahlbetonbau II;27 14:00-16:00;2;043
;20;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;15;046
;21;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926040-Stahlbau II;28 14:00-16:30;1;018
;22;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601926050-Baubetriebsführung;07 11:30-12:30;11;215
;23;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927010-Geotechnik IV;06 11:30-13:00;2;191
;24;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927020-Baubetriebswirtschaft;05 8:30-10:30;8;164
;25;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927020-Ingenieurholzbau II;31 14:00-16:00;2;050
;26;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927020-Verkehrswesen IV;04 11:00-13:00;1;143
;27;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927030-Kalkulation;27 11:30-12:30;1;046
;28;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927030-Lean Construction;28 17:30-18:30;7;016
;29;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927030-Spannbetonbau;04 11:30-12:30;2;143
;30;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927050-Wahlpflichtfach Baumanagement;Kein Datum gef;12;
;31;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927050-Wahlpflichtfach Konstruktiver Ingenieurbau;Kein Datum gef;1;
;32;BB-192-17270-Nachhaltigkeitsmanagement;BB-192-601927050-Wahlpflichtfach Wasser- und Verkehrswesen;Kein Datum gef;1;
BB-192-17280-Betontechnologie;;;;05 14:00-15:00;;;
;1;BB-192-17280-Betontechnologie;BB-192-17210-Innovative Bauverfahren im Straßenbau;25 14:00-15:00;1;263
;2;BB-192-17280-Betontechnologie;BB-192-17240-Schalung und Rüstung;01 9:00-10:00;4;100
;3;BB-192-17280-Betontechnologie;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;13;167
;4;BB-192-17280-Betontechnologie;BB-192-17270-Nachhaltigkeitsmanagement;29 11:00-12:00;1;170
;5;BB-192-17280-Betontechnologie;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;142
;6;BB-192-17280-Betontechnologie;BB-192-601924020-Stahlbetonbau I;28 11:00-13:00;1;193
;7;BB-192-17280-Betontechnologie;BB-192-601924030-Ingenieurholzbau I;01 14:00-16:00;1;094
;8;BB-192-17280-Betontechnologie;BB-192-601924060-Wasserwirtschaft und Wasserbau I;03 11:30-13:00;1;049
;9;BB-192-17280-Betontechnologie;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;3;172
;10;BB-192-17280-Betontechnologie;BB-192-601926020-Baustatik II;07 9:00-12:00;5;042
;11;BB-192-17280-Betontechnologie;BB-192-601926020-Planung und Konstruktion I;30 11:00-13:00;2;145
;12;BB-192-17280-Betontechnologie;BB-192-601926030-Projektbasierte Produktion;04 11:00-13:00;2;025
;13;BB-192-17280-Betontechnologie;BB-192-601926030-Stahlbetonbau II;27 14:00-16:00;4;214
;14;BB-192-17280-Betontechnologie;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;2;217
;15;BB-192-17280-Betontechnologie;BB-192-601926040-Stahlbau II;28 14:00-16:30;4;189
;16;BB-192-17280-Betontechnologie;BB-192-601926050-Baubetriebsführung;07 11:30-12:30;2;044
;17;BB-192-17280-Betontechnologie;BB-192-601927010-Geotechnik IV;06 11:30-13:00;5;020
;18;BB-192-17280-Betontechnologie;BB-192-601927020-Baubetriebswirtschaft;05 8:30-10:30;2;003
;19;BB-192-17280-Betontechnologie;BB-192-601927020-Ingenieurholzbau II;31 14:00-16:00;6;118
;20;BB-192-17280-Betontechnologie;BB-192-601927030-Lean Construction;28 17:30-18:30;1;187
;21;BB-192-17280-Betontechnologie;BB-192-601927030-Spannbetonbau;04 11:30-12:30;5;025
;22;BB-192-17280-Betontechnologie;BB-192-601927050-Wahlpflichtfach Baumanagement;Kein Datum gef;4;
;23;BB-192-17280-Betontechnologie;BB-192-601927050-Wahlpflichtfach Konstruktiver Ingenieurbau;Kein Datum gef;5;
BB-192-18010-Brandschutz;;;;30 14:00-15:00;;;
;1;BB-192-18010-Brandschutz;BB-192-601924030-Ingenieurholzbau I;01 14:00-16:00;1;047
BB-192-601921010-Mathematik I;;;;Kein Datum gef;;
;1;BB-192-601921010-Mathematik I;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;1;
;2;BB-192-601921010-Mathematik I;BB-192-601921020-Mechanik I;Kein Datum gef;1;
;3;BB-192-601921010-Mathematik I;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;
;4;BB-192-601921010-Mathematik I;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;
;5;BB-192-601921010-Mathematik I;BB-192-601921060-Bauphysik;06 14:00-15:30;1;
;6;BB-192-601921010-Mathematik I;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;1;
;7;BB-192-601921010-Mathematik I;BB-192-601922010-Mathematik II;27 8:30-10:30;1;
;8;BB-192-601921010-Mathematik I;BB-192-601922020-Mechanik II;03 14:00-17:15;1;
;9;BB-192-601921010-Mathematik I;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;1;
;10;BB-192-601921010-Mathematik I;BB-192-601922040-Geotechnik I;05 11:00-12:30;1;
;11;BB-192-601921010-Mathematik I;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;1;
;12;BB-192-601921010-Mathematik I;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;
;13;BB-192-601921010-Mathematik I;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;
;14;BB-192-601921010-Mathematik I;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;
;15;BB-192-601921010-Mathematik I;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;1;
BB-192-601921011-Mathematik I;;;;28 8:30-10:00;;;
;1;BB-192-601921011-Mathematik I;BB-192-601921021-Mechanik I;03 14:00-15:30;5;148
;2;BB-192-601921011-Mathematik I;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;049
;3;BB-192-601921011-Mathematik I;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;175
;4;BB-192-601921011-Mathematik I;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;3;097
;5;BB-192-601921011-Mathematik I;BB-192-601922010-Mathematik II;27 8:30-10:30;4;022
;6;BB-192-601921011-Mathematik I;BB-192-601922021-Mechanik II;03 15:45-17:15;3;149
;7;BB-192-601921011-Mathematik I;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;7;076
;8;BB-192-601921011-Mathematik I;BB-192-601922040-Geotechnik I;05 11:00-12:30;6;193
;9;BB-192-601921011-Mathematik I;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;2;025
BB-192-601921020-Mechanik I;;;;Kein Datum gef;;
;1;BB-192-601921020-Mechanik I;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;1;
;2;BB-192-601921020-Mechanik I;BB-192-601921010-Mathematik I;Kein Datum gef;1;
;3;BB-192-601921020-Mechanik I;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;
;4;BB-192-601921020-Mechanik I;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;
;5;BB-192-601921020-Mechanik I;BB-192-601921060-Bauphysik;06 14:00-15:30;1;
;6;BB-192-601921020-Mechanik I;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;1;
;7;BB-192-601921020-Mechanik I;BB-192-601922010-Mathematik II;27 8:30-10:30;1;
;8;BB-192-601921020-Mechanik I;BB-192-601922020-Mechanik II;03 14:00-17:15;1;
;9;BB-192-601921020-Mechanik I;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;1;
;10;BB-192-601921020-Mechanik I;BB-192-601922040-Geotechnik I;05 11:00-12:30;1;
;11;BB-192-601921020-Mechanik I;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;1;
;12;BB-192-601921020-Mechanik I;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;
;13;BB-192-601921020-Mechanik I;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;
;14;BB-192-601921020-Mechanik I;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;
;15;BB-192-601921020-Mechanik I;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;1;
BB-192-601921021-Mechanik I;;;;03 14:00-15:30;;;
;1;BB-192-601921021-Mechanik I;BB-192-601921011-Mathematik I;28 8:30-10:00;5;148
;2;BB-192-601921021-Mechanik I;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;097
;3;BB-192-601921021-Mechanik I;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;025
;4;BB-192-601921021-Mechanik I;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;5;049
;5;BB-192-601921021-Mechanik I;BB-192-601922010-Mathematik II;27 8:30-10:30;10;171
;6;BB-192-601921021-Mechanik I;BB-192-601922021-Mechanik II;03 15:45-17:15;9;000
;7;BB-192-601921021-Mechanik I;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;11;070
;8;BB-192-601921021-Mechanik I;BB-192-601922040-Geotechnik I;05 11:00-12:30;10;043
;9;BB-192-601921021-Mechanik I;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;5;121
BB-192-601921030-Baustoffkunde I und Bauchemie;;;;30 11:30-13:00;;;
;1;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;1;020
;2;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921010-Mathematik I;Kein Datum gef;1;
;3;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921011-Mathematik I;28 8:30-10:00;1;049
;4;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921020-Mechanik I;Kein Datum gef;1;
;5;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921021-Mechanik I;03 14:00-15:30;1;097
;6;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;124
;7;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921060-Bauphysik;06 14:00-15:30;1;169
;8;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;1;046
;9;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601922010-Mathematik II;27 8:30-10:30;2;073
;10;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601922020-Mechanik II;03 14:00-17:15;1;097
;11;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;3;025
;12;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601922040-Geotechnik I;05 11:00-12:30;2;142
;13;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;2;022
;14;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;193
;15;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;001
;16;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;026
;17;BB-192-601921030-Baustoffkunde I und Bauchemie;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;1;071
BB-192-601921050-Vermessungskunde;;;;04 17:15-18:15;;;
;1;BB-192-601921050-Vermessungskunde;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;1;146
;2;BB-192-601921050-Vermessungskunde;BB-192-601921010-Mathematik I;Kein Datum gef;1;
;3;BB-192-601921050-Vermessungskunde;BB-192-601921011-Mathematik I;28 8:30-10:00;1;175
;4;BB-192-601921050-Vermessungskunde;BB-192-601921020-Mechanik I;Kein Datum gef;1;
;5;BB-192-601921050-Vermessungskunde;BB-192-601921021-Mechanik I;03 14:00-15:30;1;025
;6;BB-192-601921050-Vermessungskunde;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;124
;7;BB-192-601921050-Vermessungskunde;BB-192-601921060-Bauphysik;06 14:00-15:30;1;043
;8;BB-192-601921050-Vermessungskunde;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;3;076
;9;BB-192-601921050-Vermessungskunde;BB-192-601922010-Mathematik II;27 8:30-10:30;2;198
;10;BB-192-601921050-Vermessungskunde;BB-192-601922020-Mechanik II;03 14:00-17:15;1;024
;11;BB-192-601921050-Vermessungskunde;BB-192-601922021-Mechanik II;03 15:45-17:15;1;024
;12;BB-192-601921050-Vermessungskunde;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;3;097
;13;BB-192-601921050-Vermessungskunde;BB-192-601922040-Geotechnik I;05 11:00-12:30;3;016
;14;BB-192-601921050-Vermessungskunde;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;1;148
;15;BB-192-601921050-Vermessungskunde;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;067
;16;BB-192-601921050-Vermessungskunde;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;121
;17;BB-192-601921050-Vermessungskunde;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;151
;18;BB-192-601921050-Vermessungskunde;BB-192-601926040-Baubetriebswirtschaft I;27 11:30-12:30;1;196
BB-192-601921060-Bauphysik;;;;06 14:00-15:30;;;
;1;BB-192-601921060-Bauphysik;BB-192-17260-Betoninstandsetzung;29 14:00-15:00;1;191
;2;BB-192-601921060-Bauphysik;BB-192-601921010-Mathematik I;Kein Datum gef;1;
;3;BB-192-601921060-Bauphysik;BB-192-601921020-Mechanik I;Kein Datum gef;1;
;4;BB-192-601921060-Bauphysik;BB-192-601921030-Baustoffkunde I und Bauchemie;30 11:30-13:00;1;169
;5;BB-192-601921060-Bauphysik;BB-192-601921050-Vermessungskunde;04 17:15-18:15;1;043
;6;BB-192-601921060-Bauphysik;BB-192-601921070-Wirtschaft und Management;01 11:00-13:00;1;121
;7;BB-192-601921060-Bauphysik;BB-192-601922010-Mathematik II;27 8:30-10:30;3;243
;8;BB-192-601921060-Bauphysik;BB-192-601922020-Mechanik II;03 14:00-17:15;1;068
;9;BB-192-601921060-Bauphysik;BB-192-601922021-Mechanik II;03 15:45-17:15;1;068
;10;BB-192-601921060-Bauphysik;BB-192-601922030-Baustoffkunde II;31 14:00-15:30;2;142
;11;BB-192-601921060-Bauphysik;BB-192-601922040-Geotechnik I;05 11:00-12:30;1;025
;12;BB-192-601921060-Bauphysik;BB-192-601922060-Wirtschaft, Recht ud Management 2;29 11:00-13:00;2;193
;13;BB-192-601921060-Bauphysik;BB-192-601923020-Geotechnik II;07 14:00-16:00;1;022
;14;BB-192-601921060-Bauphysik;BB-192-601923060-Bauproduktionstechnik;30 14:00-15:30;1;166
;15;BB-192-601921060-Bauphysik;BB-192-601924070-Baubetriebsplanung;29 8:30-9:30;1;196
